Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
Sparq II,https://www.phonescoop.com/phones/phone.php?p=4022,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",850 mAh LiIonRemovableTalk: 10 hours max.Standby: 460 hours max.,617 MHz MTK 6276128 MB RAM,256 MB raw hardwareExpandable via memory card,2+ megapixel night modeVideo: QCIF (176 x 144),4.41 oz 125 g,4.65 x 2.11 x 0.6 in 118 x 54 x 15.2 mm,HSPA 7.2
Tetra,https://www.phonescoop.com/phones/phone.php?p=5808,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2050 mAh LiIonRemovableTalk: 7.5 hours max.Standby: 221 hours max.,1.1 GHz MediaTek MT6739WMquad-core2 GB RAM,16 GB raw hardware8.5 GB available to userExpandable via memory card,5+ megapixelVideo: 720p HD,5.29 oz 150 g,5.61 x 2.83 x 0.37 in 142 x 72 x 9.4 mm,LTE (Cat 4)
Tru / Pop 3,https://www.phonescoop.com/phones/phone.php?p=4867,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2000 mAh LiIonRemovableTalk: 14 hours max.Standby: 400 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM89091 GB RAM,8 GB raw hardware3.5 GB available to userExpandable via memory card,"5+ megapixel LED flash, auto-focusVideo: 720p HD",5.89 oz 167 g,5.55 x 2.81 x 0.39 in 141 x 71 x 9.9 mm,LTE (Cat 4)
Venture / Premiere,https://www.phonescoop.com/phones/phone.php?p=3706,"2.8 in diagonal, 4:3QVGA 240 x 320 pixels143 ppi approx.Type: LCD (TFT/TFD)",1300 mAh LiIonRemovableTalk: 4 hours max.Standby: 300 hours max.,600 MHz Qualcomm Snapdragon S1 MSM7627512 MB RAM,512 MB raw hardware163 MB available to userExpandable via memory card2GB card included,"2+ megapixel LED flashnight mode, red-eye reductionVideo: WVGA / 480p",4.3 oz 122 g,4.66 x 2.28 x 0.48 in 118 x 58 x 12.2 mm,EVDO rA
Verso / U5 / Raven,https://www.phonescoop.com/phones/phone.php?p=5379,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2050 mAh LiIonRemovableTalk: 12 hours max.Standby: 500 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM89092 GB RAMU5 has 1 GB,16 GB raw hardware11 GB available to userExpandable via memory cardU5 has 8 GB,"5+ megapixel LED flash, EISHDRVideo: 720p HD",5.4 oz 153 g,5.57 x 2.83 x 0.39 in 141 x 72 x 9.9 mm,LTE (Cat 4)
Fire,https://www.phonescoop.com/phones/phone.php?p=4497,"4.7 in diagonal, 16:9HD 720 x 1280 pixels312 ppi approx.Type: LCD (TFT/TFD)",2400 mAh LiIonNon-removableTalk: 22 hours max.Standby: 285 hours max.,2.2 GHz Qualcomm Snapdragon 800quad-core2 GB RAM,32 GB raw hardware24 GB available to userNot expandable64 GB version also available,"13+ megapixel LED flash, OIS, auto-focus, dedicated buttonHDR, panoramaVideo: 1080p HD",5.64 oz 160 g,5.5 x 2.6 x 0.35 in 140 x 66 x 8.9 mm,LTE (Cat 4)
iPhone,https://www.phonescoop.com/phones/phone.php?p=1110,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)",? mAhNon-removableTalk: 8 hours max.Standby: 250 hours max.,?,8 GB raw hardwareNot expandable4 GB and 16 GB models also available,2+ megapixel,4.8 oz 136 g,4.5 x 2.4 x 0.46 in 114 x 61 x 11.7 mm,EDGE
iPhone 11,https://www.phonescoop.com/phones/phone.php?p=6121,"6.1 in diagonal, 18.1:8.4828 x 1792 pixels324 ppi approx.Type: LCD (TFT/TFD)True Tone, P3 gamut, HDR",3110 mAh LiIonNon-removable,Apple A13 Bionic4 GB RAM,64 GB raw hardware53 GB available to userNot expandablealso available with 128 or 256 GB,"12+ megapixel f/1.8, OIS, dual-tone LED flashSmart HDR, panorama, adjustable portrait mode with lighting effects, night mode, burst modeExtra Camera(s): wide-angle 12 megapixel, 120º, f/2.4Video: 4K UHD 4K at up to 60 fps, 1080p slow-motion up to 240 fps, time-lapse, stereo sound, can take stills while recording video",6.84 oz 194 g,5.94 x 2.98 x 0.33 in 151 x 76 x 8.4 mm,LTE (Cat 18)
iPhone 11 Pro,https://www.phonescoop.com/phones/phone.php?p=6122,"5.8 in diagonal, 16.4:7.61125 x 2436 pixels463 ppi approx.Type: AMOLEDHDR, True Tone, 2,000,000:1 contrast ratio, P3 gamut",3190 mAh LiIonNon-removable,Apple A13 Bionic4 GB RAM,64 GB raw hardwareNot expandablealso available with 256 or 512 GB,"12+ megapixel f/1.8, OIS, dual-tone LED flashSmart HDR, panorama, adjustable portrait mode with lighting effects, night mode, burst modeExtra Camera(s): wide + telephoto wide: 12 megapixel, 120º, f/2.4 / telephoto: 12 megapixel, OIS, f/2.0Video: 4K UHD 4K at up to 60 fps, 1080p slow-motion up to 240 fps, time-lapse, stereo sound, can take stills while recording video",6.63 oz 188 g,5.67 x 2.81 x 0.32 in 144 x 71 x 8.1 mm,LTE (Cat 18)
iPhone 11 Pro Max,https://www.phonescoop.com/phones/phone.php?p=6123,"6.5 in diagonal, 18.1:8.41242 x 2688 pixels456 ppi approx.Type: AMOLED",3969 mAh LiIonNon-removable,Apple A13 Bionic4 GB RAMLPDDR4x,64 GB raw hardwareNot expandablealso available with 256 or 512 GB,"12+ megapixel f/1.8, OIS, dual-tone LED flashSmart HDR, panorama, adjustable portrait mode with lighting effects, night mode, burst modeExtra Camera(s): wide + telephoto wide: 12 megapixel, 120º, f/2.4 / telephoto: 12 megapixel, OIS, f/2.0Video: 4K UHD 4K at up to 60 fps, 1080p slow-motion up to 240 fps, time-lapse, stereo sound, can take stills while recording video",7.97 oz 226 g,6.22 x 3.06 x 0.32 in 158 x 78 x 8.1 mm,LTE (Cat 18)
iPhone 3G,https://www.phonescoop.com/phones/phone.php?p=1656,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 5 hours max.Standby: 300 hours max.talk time for 3G mode,?,16 GB raw hardwareNot expandablealso available in 8 GB model,2+ megapixel supports geo-tagging,4.7 oz 133 g,4.52 x 2.44 x 0.49 in 115 x 62 x 12.4 mm,HSDPA 3.6
iPhone 3GS,https://www.phonescoop.com/phones/phone.php?p=2220,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)",? mAhNon-removableTalk: 5 hours max.Standby: 300 hours max.,600 MHz,"32 GB raw hardwareNot expandableor 8, or 16 GB (raw storage)","3+ megapixel auto-focus, with tap-to-focus control, geo-taggingVideo: VGA (640 x 480) 30 fps",4.76 oz 135 g,4.55 x 2.44 x 0.48 in 116 x 62 x 12.3 mm,HSPA 7.2
iPhone 4 (CDMA),https://www.phonescoop.com/phones/phone.php?p=3119,"3.5 in diagonal, 3:2640 x 960 pixels330 ppi approx.Type: LCD (TFT/TFD)Retina display",? mAh LiIonNon-removableTalk: 7 hours max.Standby: 300 hours max.,?,8 GB raw hardwareNot expandableolder models: 16 or 32 GB (raw storage),"5+ megapixel auto-focus, tap-to-focus, LED flash, geo-taggingVideo: 720p HD",4.8 oz 136 g,4.5 x 2.31 x 0.37 in 114 x 59 x 9.4 mm,EVDO rA
iPhone 4 (GSM),https://www.phonescoop.com/phones/phone.php?p=2798,"3.5 in diagonal, 3:2640 x 960 pixels330 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 7 hours max.Standby: 300 hours max.,Apple A4,"32 GB raw hardwareNot expandableor 16 GB, raw storage","5+ megapixel auto-focus, tap-to-focus, LED flash, geo-taggingVideo: 720p HD 30 fps",4.8 oz 136 g,4.5 x 2.31 x 0.37 in 114 x 59 x 9.4 mm,HSPA 7.2
iPhone 4S,https://www.phonescoop.com/phones/phone.php?p=3541,"3.5 in diagonal, 3:2640 x 960 pixels330 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 8 hours max.Standby: 200 hours max.,Apple A5dual-core,64 GB raw hardwareNot expandablealso available in 32 and 16 GB variants (raw storage),"8+ megapixel auto-focus, touch-to-focus, face detection, LED flashVideo: 1080p HD with image stabilization",4.9 oz 139 g,4.5 x 2.31 x 0.37 in 114 x 59 x 9.4 mm,HSPA 14.4 plus EVDO Rev. A
iPhone 5 (Americas GSM),https://www.phonescoop.com/phones/phone.php?p=3912,"4 in diagonal, 16:9640 x 1136 pixels326 ppi approx.Type: LCD (TFT/TFD)IPS",? mAhNon-removableTalk: 8 hours max.Standby: 225 hours max.,Apple A6,64 GB raw hardwareNot expandablealso available in 32 or 16 GB,"8+ megapixel auto-focus, backside illuminated sensor, LED flash, f/2.4 lenspanorama, HDR, touch-to-focus, face detectionVideo: 1080p HD can take still photos while recording / stabilization / face detection",3.95 oz 112 g,4.87 x 2.31 x 0.3 in 124 x 59 x 7.6 mm,LTE (Cat 3) plus HSPA+ 42
iPhone 5 (CDMA / global),https://www.phonescoop.com/phones/phone.php?p=3913,"4 in diagonal, 16:9640 x 1136 pixels326 ppi approx.Type: LCD (TFT/TFD)IPS",? mAhNon-removableTalk: 8 hours max.Standby: 225 hours max.,Apple A6,64 GB raw hardwareNot expandablealso available in 32 or 16 GB,"8+ megapixel auto-focus, backside illuminated sensor, LED flash, f/2.4 lenspanorama, HDR, touch-to-focus, face detectionVideo: 1080p HD can take still photos while recording / stabilization / face detection",3.95 oz 112 g,4.87 x 2.31 x 0.3 in 124 x 59 x 7.6 mm,LTE (Cat 3) plus 1xEV-DO rA (and B)
iPhone 5c,https://www.phonescoop.com/phones/phone.php?p=4267,"4 in diagonal, 16:9640 x 1136 pixels326 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 10 hours max.Standby: 250 hours max.,Apple A6,16 GB raw hardwareNot expandablealso available in 32 GB version,"8+ megapixel auto-focus, backside illuminated sensor, LED flash, f/2.4 lenspanorama, touch focus, face detectionVideo: 1080p HD",4.65 oz 132 g,4.9 x 2.33 x 0.35 in 124 x 59 x 8.9 mm,LTE (Cat 3)
iPhone 5s,https://www.phonescoop.com/phones/phone.php?p=4266,"4 in diagonal, 16:9640 x 1136 pixels326 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 10 hours max.Standby: 250 hours max.,Apple A7,16 GB raw hardwareNot expandablealso available with 32 GB or 64 GB storage,"8+ megapixel auto-focus, f/2.2 lens, BSI sensor, warm LED flashtouch focus, face detection, panorama, burst modeVideo: 1080p HD can capture stills while recording video, slow motion mode, stabilization",3.95 oz 112 g,4.87 x 2.31 x 0.3 in 124 x 59 x 7.6 mm,LTE (Cat 3)
iPhone 6,https://www.phonescoop.com/phones/phone.php?p=4583,"4.7 in diagonal, 16:9750 x 1334 pixels326 ppi approx.Type: LCD (TFT/TFD)IPS",1810 mAh LiPolymerNon-removableTalk: 14 hours max.Standby: 240 hours max.,Apple A864-bit1 GB RAM,16 GB raw hardware8 GB available to userNot expandablealso available in 64 and 128 GB versions,"8+ megapixel phase detection auto-focus, f/2.2 lens, warm LED flash, BSI sensor with 1.5Âµ pixelstouch focus, face detection, panorama, burst mode, auto HDRVideo: 1080p HD can capture stills while recording video, 240 fps slow motion mode, time lapse video, stabilization",4.55 oz 129 g,5.44 x 2.64 x 0.27 in 138 x 67 x 6.9 mm,LTE (Cat 4)
iPhone 6 Plus,https://www.phonescoop.com/phones/phone.php?p=4584,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",2915 mAh LiPolymerNon-removableTalk: 24 hours max.Standby: 384 hours max.,Apple A864-bit1 GB RAM,16 GB raw hardware8 GB available to userNot expandable,"8+ megapixel phase detection auto-focus, OIS, warm LED flashtouch focus, face detection, panorama, burst modeVideo: 1080p HD can capture stills while recording video, 240 fps slow motion mode, stabilization",6.07 oz 172 g,6.22 x 3.06 x 0.28 in 158 x 78 x 7.1 mm,LTE (Cat 4)
iPhone 6s,https://www.phonescoop.com/phones/phone.php?p=4927,"4.7 in diagonal, 16:9750 x 1334 pixels326 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 14 hours max.Standby: 240 hours max.,"Apple A964-bit, M9 motion chip2 GB RAM",16 GB raw hardwareNot expandablealso comes in 64 and 128 GB versions,"12+ megapixel auto-focus, f/2.2 lens, dual-tone flashpanorama, auto HDR, Live Photos, face detectionVideo: 4K UHD can capture stills while recording video, slow motion mode, time lapse video",5.04 oz 143 g,5.44 x 2.64 x 0.28 in 138 x 67 x 7.1 mm,LTE (Cat 6)
iPhone 6s Plus,https://www.phonescoop.com/phones/phone.php?p=4928,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonNon-removableTalk: 24 hours max.Standby: 384 hours max.,"Apple A964-bit, M9 motion chip2 GB RAM",16 GB raw hardwareNot expandablealso comes in 64 and 128 GB versions,"12+ megapixel auto-focus, f/2.2 lens, dual-tone flash, OISpanorama, auto HDR, Live Photos, face detectionVideo: 4K UHD can capture stills while recording video, slow motion mode, time lapse video, stabilization",6.77 oz 192 g,6.23 x 3.07 x 0.29 in 158 x 78 x 7.4 mm,LTE (Cat 6)
iPhone 7,https://www.phonescoop.com/phones/phone.php?p=5288,"4.7 in diagonal, 16:9750 x 1334 pixels326 ppi approx.Type: LCD (TFT/TFD)IPS",1960 mAh LiIonNon-removableTalk: 14 hours max.Standby: 240 hours max.,Apple A1064-bit2 GB RAM,32 GB raw hardwareNot expandablealso available with 128 or 256 GB of storage,"12+ megapixel with OIS, f/1.8 aperture, quad-LED True Tone flashauto-HDR, panorama, Live Photos, face detectionVideo: 4K UHD HD slow-motion, time-lapse, can capture still photos while recording video",4.87 oz 138 g,5.44 x 2.64 x 0.28 in 138 x 67 x 7.1 mm,LTE (Cat 9)
iPhone 7 Plus,https://www.phonescoop.com/phones/phone.php?p=5289,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",2900 mAh LiIonNon-removableTalk: 21 hours max.Standby: 384 hours max.,Apple A103 GB RAM,32 GB raw hardwareNot expandablealso available with 128 or 256 GB storage,"12+ megapixel OIS, f/1.8 aperture (wide), quad-LED True Tone flashauto-HDR, panorama, Live Photos, face detectionExtra Camera(s): 2x zoom, f/2.8 aperture, 12 megapixelVideo: 4K UHD HD slow-motion, time-lapse, can capture still photos while recording video",6.63 oz 188 g,6.23 x 3.07 x 0.29 in 158 x 78 x 7.4 mm,LTE (Cat 9)
iPhone 8,https://www.phonescoop.com/phones/phone.php?p=5585,"4.7 in diagonal, 16:9750 x 1334 pixels326 ppi approx.Type: LCD (TFT/TFD)IPS, True Tone",1821 mAh LiIonNon-removableTalk: 14 hours max.,Apple A1164-bit2 GB RAM,64 GB raw hardware59 GB available to userNot expandablealso available with 256 GB,"12+ megapixel f/1.8, OIS, quad-LED True Tone flash, PDAFpanorama, auto HDR, Live PhotosVideo: 4K UHD up to 60 fps / slow-motion, time-lapse / can capture still photos while recording",5.22 oz 148 g,5.45 x 2.65 x 0.29 in 138 x 67 x 7.4 mm,LTE (Cat 9)
iPhone 8 Plus,https://www.phonescoop.com/phones/phone.php?p=5586,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)IPS, True Tone",2675 mAh LiIonNon-removableTalk: 21 hours max.,Apple A1164-bit3 GB RAM,64 GB raw hardware59 GB available to userNot expandablealso available with 256 GB,"12+ megapixel f/1.8, OIS, quad-LED True Tone LED flash, PDAFpanorama, auto HDR, Live Photos, portrait mode, portrait lighting effectsExtra Camera(s): telephoto (zoom) f/2.8Video: 4K UHD up to 60 fps / slow-motion, time-lapse, can capture still photos while recording",7.13 oz 202 g,6.24 x 3.07 x 0.3 in 158 x 78 x 7.6 mm,LTE (Cat 9)
iPhone SE,https://www.phonescoop.com/phones/phone.php?p=5122,"4 in diagonal, 16:9640 x 1136 pixels326 ppi approx.Type: LCD (TFT/TFD)",1624 mAh LiIonNon-removableTalk: 14 hours max.Standby: 240 hours max.,"Apple A964-bit, M9 motion chip",64 GB raw hardwareNot expandablealso available with 16 GB storage,"12+ megapixel auto-focus, dual-tone flashpanorama, auto HDR, Live Photos, face detectionVideo: 4K UHD can capture stills while recording video, slow motion mode, time lapse video",3.99 oz 113 g,4.87 x 2.31 x 0.3 in 124 x 59 x 7.6 mm,LTE (Cat 4)
iPhone X,https://www.phonescoop.com/phones/phone.php?p=5584,"5.8 in diagonal, 16.4:7.61125 x 2436 pixels463 ppi approx.Type: AMOLEDSuper Retina with Dolby Vision, HDR10, True Tone",2716 mAh LiIonNon-removableTalk: 21 hours max.,Apple A1164-bit3 GB RAM,64 GB raw hardware58 GB available to userNot expandablealso available with 256 GB,"12+ megapixel f/1.8, OIS, quad-LED True Tone flash, PDAFpanorama, auto HDR, Live Photos, portrait mode, portrait lighting effectsExtra Camera(s): telephoto (zoom) OIS, f/2.4Video: 4K UHD up to 60 fps / slow-motion, time-lapse, can capture still photos while recording",6.14 oz 174 g,5.65 x 2.79 x 0.3 in 144 x 71 x 7.6 mm,LTE (Cat 9)
iPhone Xr,https://www.phonescoop.com/phones/phone.php?p=5867,"6.1 in diagonal, 18.1:8.4828 x 1792 pixels324 ppi approx.Type: LCD (TFT/TFD)True Tone adaptive color balance",2942 mAh LiIonNon-removableTalk: 25 hours max.,"Apple A12 Bionichexa-core, 7nm process3 GB RAM",64 GB raw hardware54 GB available to userNot expandablealso available with 128 or 256 GB,"12+ megapixel f/1.8, OIS, PDAF, dual-tone LED flashadjustable bokeh, zero-lag HDR, panoramaVideo: 4K UHD stereo sound / slow motion (1080p at 120 fps or 240 fps), time-lapse mode",6.84 oz 194 g,5.94 x 2.98 x 0.33 in 151 x 76 x 8.4 mm,LTE (Cat 9)
iPhone Xs,https://www.phonescoop.com/phones/phone.php?p=5865,"5.8 in diagonal, 16.4:7.61125 x 2436 pixels463 ppi approx.Type: AMOLEDHDR10, Dolby Vision, True Tone",2658 mAh LiIonNon-removableTalk: 20 hours max.,"Apple A12 Bionichexa-core, 7nm process4 GB RAM",64 GB raw hardware56 GB available to userNot expandablealso available with 256 or 512 GB,"12+ megapixel f/1.8, OIS, PDAF, dual-tone flashadjustable bokeh, zero-lag HDR, panoramaExtra Camera(s): telephoto (2x zoom) 12 megapixel, OIS, f/2.4Video: 4K UHD stereo sound, slow motion (1080p at 120 fps or 240 fps), time-lapse, can capture stills (8mp) while recording video",6.24 oz 177 g,5.65 x 2.79 x 0.3 in 144 x 71 x 7.6 mm,LTE (Cat 16)
iPhone Xs Max,https://www.phonescoop.com/phones/phone.php?p=5866,"6.5 in diagonal, 18.1:8.41242 x 2688 pixels456 ppi approx.Type: AMOLEDHDR10, Dolby Vision, True Tone",3174 mAh LiIonNon-removableTalk: 25 hours max.,"Apple A12 Bionichexa-core, 7nm process4 GB RAM",64 GB raw hardware56 GB available to userNot expandablealso available with 256 or 512 GB,"12+ megapixel f/1.8, OIS, PDAF, dual-tone flashadjustable bokeh, zero-lag HDR, panoramaExtra Camera(s): telephoto (2x zoom) 12 megapixel, OIS, f/2.4Video: 4K UHD stereo sound, slow motion (1080p at 120 fps or 240 fps), time-lapse, can capture stills (8mp) while recording video",7.34 oz 208 g,6.2 x 3.05 x 0.3 in 157 x 77 x 7.6 mm,LTE (Cat 16)
PadFone X,https://www.phonescoop.com/phones/phone.php?p=4356,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: LCD (TFT/TFD)","2300 mAh LiIonNon-removableplus 4,990 mAh in tabletStandby: 20 hours max.",2.3 GHz Qualcomm Snapdragon 800quad-core2 GB RAM,16 GB raw hardware10.5 GB available to userExpandable via memory card,"13+ megapixel LED flashHDR, panorama, night mode, smile detection, GIF animationVideo: 4K UHD",5.29 oz 150 g,5.67 x 2.85 x 0.39 in 144 x 72 x 10 mm,LTE (Cat 4)
PadFone X mini,https://www.phonescoop.com/phones/phone.php?p=4601,"4.5 in diagonal, 16:9FWVGA 480 x 854 pixels218 ppi approx.Type: LCD (TFT/TFD)IPS+",2060 mAh LiIonRemovableTalk: 15.8 hours max.Standby: 360 hours max.more when docked to station (tablet),1.6 GHz Intel Atom Z25601 GB RAM,8 GB raw hardware3.6 GB available to userExpandable via memory card,5+ megapixelVideo: 1080p HD,5.26 oz 149 g,5.2 x 2.61 x 0.5 in 132 x 66 x 12.6 mm,LTE (Cat 3)
ROG Phone,https://www.phonescoop.com/phones/phone.php?p=5884,"6 in diagonal, 2:11080 x 2160 pixels402 ppi approx.Type: AMOLEDHDR",4000 mAh LiIonNon-removable,"3 GHz Qualcomm Snapdragon 845octa-core, 64-bit8 GB RAMLPDDR4",128 GB raw hardware113 GB available to userNot expandablealso available with 512 GB / UFS 2.1,"12+ megapixel f/1.8, OIS, LED flashauto scene detection, code scanner, manual mode, RAW support, panorama, night HDR, long exposure up to 32 secondsExtra Camera(s): wide-angle 120º, 8 megapixelVideo: 4K UHD can capture stills while recording video; slow motion (240 fps), time-lapse, GIF animation modes",7.05 oz 200 g,6.25 x 3 x 0.34 in 159 x 76 x 8.6 mm,LTE (Cat 16)
ROG Phone II,https://www.phonescoop.com/phones/phone.php?p=6077,"6.6 in diagonal, 13:61080 x 2340 pixels391 ppi approx.Type: AMOLED120 Hz refresh, 1ms latency, 10-bit HDR",6000 mAh LiIonNon-removable,3 GHz Qualcomm Snapdragon 855 Plus12 GB RAMLPDDR4x,512 GB raw hardware496 GB available to userNot expandableUFS 3.0 / also available with 1 TB (Ultimate Edition),"48 megapixel f/1.8, Sony IMX586 sensor, dual-tone LED flashauto HDR, night mode, manual mode (long exposure up to 32 sec.), panoramaExtra Camera(s): wide-angle 13 megapixel, 125º, f/2.4Video: 4K UHD 4K at up to 60 fps, motion tracking, slow-motion (240fps at 1080p or 480fps at 720p), time-lapse",8.47 oz 240 g,6.73 x 3.06 x 0.37 in 171 x 78 x 9.5 mm,LTE (Cat 20)
ZenFone 2,https://www.phonescoop.com/phones/phone.php?p=4802,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiPolymerNon-removable,2.3 GHz Intel Atom Z3580quad-core / also available in 1.8 GHz version4 GB RAM16 GB version has 2 GB,64 GB raw hardware54 GB available to userExpandable via memory cardalso available in 16 GB version,"13+ megapixel auto-focus, dual-tone LED flash, f/2.0 apertureHDR, panorama, low light, tilt-shift, GIF animation modes; smile detectionVideo: 1080p HD",6.21 oz 176 g,6 x 3.04 x 0.44 in 152 x 77 x 11.2 mm,LTE (Cat 4)
ZenFone 2E,https://www.phonescoop.com/phones/phone.php?p=4882,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)IPS",2500 mAh LiPolymerNon-removableTalk: 20 hours max.Standby: 312 hours max.,1.6 GHz Intel Atom Z25601 GB RAM,8 GB raw hardware3.3 GB available to userExpandable via memory card,"8+ megapixel auto-focus, LED flashHDR, panoramaVideo: 1080p HD",5.47 oz 155 g,5.83 x 2.81 x 0.43 in 148 x 71 x 10.9 mm,LTE (Cat 3)
ZenFone 4,https://www.phonescoop.com/phones/phone.php?p=5560,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",3300 mAh LiIonNon-removable,2.2 GHz Qualcomm Snapdragon 6304 GB RAM,64 GB raw hardwareExpandable via memory card,"12+ megapixel OIS, f/2.0, LED flashsuper resolution mode, panorama, auto HDR, manualExtra Camera(s): wide-angle 120-degreesVideo: 4K UHD GIF, slow-motion, time-lapse modes",5.47 oz 155 g,6.12 x 2.96 x 0.3 in 155 x 75 x 7.7 mm,LTE (Cat 12)
"ZenFone 4 Max 5.2""",https://www.phonescoop.com/phones/phone.php?p=5563,"5.2 in diagonal, 16:9HD 720 x 1280 pixels282 ppi approx.Type: LCD (TFT/TFD)IPS",4100 mAh LiIonNon-removableTalk: 31 hours max.Standby: 888 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM89172 GB RAMalso available with 3 GB,16 GB raw hardwareExpandable via memory cardalso available with 32 GB,"13+ megapixel f/2.0, LED flashsuper resolution mode, panorama, HDR, manualExtra Camera(s): wide-angle 120-degree, 5-megapixel, f/2.2Video: 1080p HD GIF, time-lapse modes",5.5 oz 156 g,5.93 x 2.89 x 0.34 in 151 x 73 x 8.7 mm,LTE (Cat 4)
